contributor_name,doc_id,contribution_type
Huawei,R1-2407659,Draft CR
CMCC,R1-2407903,Discussion & Decision
"NTT DOCOMO, INC.",R1-2408990,Technical Proposal
Ericsson,R1-2404956,Technical Contribution
OPPO,R1-2402316,Technical Contribution
OPPO,R1-2406252,Contribution
CATT,R1-2409946,Technical Proposal
OPPO,R1-2408145,Technical Proposal
Samsung,R1-2405487,Moderator
Nokia,R1-2410623,Change Request
ZTE,R1-2408320,Moderator
OPPO,R1-2403413,Moderator
CMCC,R1-2402571,Discussion & Decision
Huawei,R1-2403672,Source
ZTE,R1-2404241,Discussion and Decision
Ericsson,R1-2409180,Moderator
vivo,R1-2405381,Moderator Summary
ZTE Corporation,R1-2408513,CR Proposal
MediaTek Inc,R1-2410814,Moderator
Qualcomm,R1-2405500,Moderator
Huawei,R1-2410705,Technical Proposal
Huawei,R1-2407579,TR editor
Apple,R1-2408462,Technical Proposal
Sony,R1-2408424,Contribution
Qualcomm Incorporated,R1-2410492,Source
Samsung,R1-2405476,
vivo,R1-2403754,Source
ZTE Corporation,R1-240xxxx,Moderator summary
LG Electronics,R1-2401727,Reply LS
Unknown Contributor,38.214,Change Request
Ericsson,R1-2400075,Technical Analysis
ZTE Corporation,R1-2409482,Technical Analysis
Xiaodong,R1-2408011,Session Lead
Huawei,R1-2405526,Moderator
ETRI,R1-2403026,Technical Contribution
Spreadtrum Communications,R1-2400043,Contribution
Intel Corporation,R1-2400381,Technical Contribution
Ericsson,R1-2409096,Moderator Summary
OPPO,R1-2410070,Liaison Statement Reply
Qualcomm Incorporated,R1-2410470,Discussion/Decision
"Huawei, HiSilicon",R1-2402021,Discussion and Decision
ZTE Corporation,R1-2403612,Moderator
Honor,R1-2400525,Discussion and Decision
Qualcomm Incorporated,R1-2410478,Technical Contribution
Qualcomm,R1-2407223,View supporting CR inclusion
Lenovo,R1-2402589,Source
Thales,R1-2403754,Moderator
Huawei,R1-2400103,Discussion and Decision
ETRI,R1-2404771,Discussion/Decision
Sony,R1-2402965,Technical Contribution
Spreadtrum,R1-2409622,Source
"NTT DOCOMO, INC.",R1-2401132,Discussion/Decision
Samsung,R1-2402450,CR Proposal
Xiaomi,R1-2400561,Discussion and Decision
HONOR,R1-2404579,Technical Proposal
RAN4,R1-2400024,Technical Input
Lenovo,R1-2402929,Technical contribution
Xiaomi,R1-2400537,Discussion Proposal
Qualcomm Incorporated,R1-2407046,Technical Contribution
Kyocera,R1-2409569,Source
CATT,R1-2400429,Source
RAN1 Chair,R1-2409340,Meeting Administration
OPPO,R1-2406248,Discussion and Decision
vivo,R1-2404197,Source
OPPO,R1-2400620,Technical Study
Samsung,R1-2409118,Summary Document
TCL,R1-2410356,Discussion
Intel Corporation,R1-2408287,Discussion and Decision
Transsion Holdings,R1-2406699,Discussion and Proposals
TCL,R1-2409476,Source
Ericsson,R1-2404751,Source
NTPU,R1-2401475,Discussion/Decision
Nokia,R1-2402993,Discussion and Decision
AT&T,R1-2410333,Discussion/Decision
BUPT,R1-2404734,Discussion and Decision
ZTE Corporation,R1-2407241,Co-author
Qualcomm,R1-2405133,Draft Reply
Google,R1-2404684,Discussion/Decision
Sony,R1-2402968,Source
Fraunhofer HHI,R1-2408600,Technical Analysis
Nokia,R1-2403511,Moderator Summary
Xiaomi,R1-2400548,Discussion
Ericsson,R1-2408818,Discussion
Continental Automotive,R1-2405212,Contribution
Huawei,R1-2402035,Technical Analysis & Proposals
Google Inc.,R1-2403329,Contribution
BUPT,R1-2403285,Source
OPPO,R1-2406216,Source
Mavenir,R1-2405126,Discussion and Decision
Lenovo,R1-2402922,Source
Sanechips,R1-2406677,CR Proposal
Huawei,R1-2406974,Contribution
Samsung,R1-2409581,Views on AI/ML-based beam management
Fujitsu,R1-2406308,Discussion
Sony,R1-2410231,Discussion and decision
HiSilicon,R1-2407673,Source
vivo,R1-2402214,Technical Discussion
Samsung,R1-2402412,Reply LS
CMCC,R1-2405996,Discussion & Decision
Sanechips,R1-2410120,Technical Analysis
OPPO,R1-2406238,Technical Contribution
vivo,R1-2407475,CR Proponent
LG Electronics,R1-2401325,Discussion and decision
"InterDigital, Inc.",R1-2409459,Source
ZTE,R1-2408354,Technical Contribution
"InterDigital, Inc.",R1-2408280,Technical analysis and proposals
CATT,R1-2404396,Technical Proposal
Terrestar,R1-2409473,Proposal
vivo,R1-2406172,Technical Contribution
RAN2,R2-2407853,Liaison Statement
Huawei,R1-2401384,Contribution
Baicells,R1-2401082,Discussion
Thales,R1-2400816,Technical Proposal
ZTE,R1-2409212,Moderator Summary
Apple,R1-2408484,Discussion/Decision
Nokia,R1-2401895,Change Proposal
Huawei,R1-2403937,Source
OPPO,R1-2400581,Text Proposal
RAN1 Chair,R1-2409340,Chair Notes
Intel Corporation,R1-2407428,Source to WG
Huawei,R1-2409071,Moderator
China Telecom,R1-2404437,Source
MediaTek Inc.,R1-2405474,Moderator Summary
IIT Kanpur,R1-2405298,Technical Contribution
QUECTEL,R1-2409447,Discussion
Huawei,R1-2402011,Technical Contribution
Nokia,R1-2407577,Change Request
Shinya Kumagai,R1-2410909,Contact Person
Apple,R1-2401022,Discussion/Decision
Samsung,R1-2410754,Moderator
Ericsson,R1-2407400,Reply LS
Qualcomm,R1-2407275,Source
Tejas Networks,R1-2407749,Technical Proposal
Transsion Holdings,R1-2402684,Enhancements for UE-initiated/event-driven beam management
Indian Institute of Technology Kanpur,R1-2410591,Technical Contribution
vivo,R1-2410792,Moderator
Samsung,R1-2408642,Technical Proposal
Sanechips,R1-2404558,Discussion and Decision
Huawei,R1-2405835,Discussion Input
Tejas Networks,R1-2405961,Discussion
ETRI,R1-2403027,Discussion
Futurewei,R1-2402050,Discussion and Decision Proposal
Sony,R1-2400853,Technical contribution
CATT,R1-2406331,Technical discussion
AT&T,R1-2407388,Moderator
Xiaomi,R1-2406282,Technical Proposal
Qualcomm Incorporated,R1-2401425,Discussion and decision
OPPO,R1-2402341,Discussion and Decision
"NTT DOCOMO, INC.",R1-2401092,Technical Proposal
AT&T,R1-2407389,Moderator
"ZTE Corporation, Sanechips",R1-2407789,Technical Contribution
"Nokia, Nokia Shanghai Bell",R1-2403994,Technical Proposal
vivo,R1-2402244,Discussion and Decision
Qualcomm Incorporated,R1-2403210,Technical Proposal
Fraunhofer HHI,R1-2400886,Discussion
Ericsson,R1-2410617,Source
Qualcomm Incorporated,R1-2408873,Discussion/Decision
Huawei,R1-2405390,Moderator
Xiaomi,R1-2400563,Technical Discussion
"Huawei, HiSilicon",R1-2402037,Liaison Statement Reply
Google,R1-2405955,Technical Proposal
Sharp,R1-2403878,Source
Huawei,R1-2407475,Ad-Hoc Chair
Xiaomi,R1-2406292,Technical Analysis and Proposals
Ericsson,R1-2407150,Change Proposal
Qualcomm,R1-2405442,Moderator Summary
Fraunhofer IIS,R1-2403336,Technical Contribution
HiSilicon,R1-2402016,Contribution
Huawei,R1-2410817,Technical Contribution
Futurewei,R1-2403864,Discussion/Decision
Ericsson,R1-2407308,Discussion/Decision
Apple Inc.,R1-2408455,Discussion/Decision
ZTE Corporation,R1-2404701,Technical Proposal
Samsung,R1-2408647,Discussion and decision
AT&T,R1-2403144,Technical Contribution
ZTE,R1-2402709,CR Submission
Futurewei,R1-2400097,Discussion and decision
MediaTek Inc.,R1-2401320,Contribution
Moderator (CMCC),R1-2409287,Source
Qualcomm Incorporated,R1-2408835,Technical Proposal
Samsung,R1-2407375,Moderator
LG Electronics,R1-2408304,Source
LG Electronics,R1-2407330,Moderator
NEC,R1-2408221,Discussion and Decision
NEC,R1-2404796,Technical Proposal
Apple Inc.,R1-2409801,Technical Proposal
Xiaomi,R1-2406297,Discussion
Tejas Networks Pvt. Ltd.,R1-2405942,Technical Contribution
ZTE,R1-2404260,Contribution
Nokia,R1-2407647,Source
Huawei,R1-2410771,Moderator
Ericsson,R1-2408962,CR Proposal
vivo,R1-2402251,Source
Samsung,R1-2404084,Change Request
Ericsson,R1-2405229,Change Proposal
OPPO,R1-2410115,Discussion and Decision
Lenovo,R1-2406081,Discussion
Nokia Shanghai Bell,R1-2400646,Co-source
Transsion Holdings,R1-2406702,Technical Proposal
UNISOC,R1-2409638,Proposal Development
CMCC,R1-2404461,Discussion & Proposal
"NTT DOCOMO, INC.",R1-2405032,Discussion and Decision
Google,R1-2410165,Technical Discussion
Fujitsu,R1-2408359,Moderator Summary
Xiaomi,R1-2400573,Discussion
Qualcomm Incorporated,R1-2403172,Change Request Proposal
NEC,R1-2408214,Technical Contribution
National Taiwan University,R1-2410587,Proposal
ZTE,R1-2404979,Discussion/Decision Proposal
OPPO,R1-2402308,Draft Liaison Statement
vivo,R1-24074894,Penetration Loss Proposals
Ericsson,R1-2409769,Technical Contribution
SEU,R1-2406000,Source
ZTE Corporation,R1-2408511,Discussion and Proposal
LG Electronics,R1-2404900,Technical Proposal
Nokia,R1-2400949,Source
CMCC,R1-2407906,Technical Analysis & Proposals
ZTE,R1-2400293,Technical Proposal
Siqi Liu,R1-2407406,Contact Person
Tiami Networks,R1-2402607,Source
Apple,R1-2408448,Source
Google,R1-2410153,Discussion/Decision
Samsung,R1-2401859,Source
Ericsson,R1-2401142,Discussion
Samsung,R1-2407551,Agreement
Sanechips,R1-2406410,Simulation Support
Huawei,R1-2401387,Reply LS
CMCC,R1-2400347,Technical Proposal
NEC,R1-2406561,Contribution
Qualcomm Incorporated,R1-2410472,Discussion/Decision
Nokia,R1-2401917,Technical Correction
Ericsson,R1-2407152,Source
ETRI,R1-2406735,Discussion
CATT,R1-2408051,Source
NEC,R1-2402759,Discussion/Decision
China Telecom,R1-2404242,Use Case Analysis
Spreadtrum,R1-2409635,Technical Analysis
Samsung,R1-2407283,Moderator Summary
Nokia,R1-2403326,Discussion and Decision
Tejas Networks Ltd.,R1-2407760,Technical Analysis
Nokia,R1-2402925,Technical Analysis
Apple,R1-2406849,Discussion/Decision
NEC,R1-2402758,Technical contribution
Apple Inc.,R1-2404303,Discussion/Decision
OPPO,R1-2400616,Discussion and Decision
Nokia/NSB,R1-2401511,Proposal on FG 47-k1/k2
Qualcomm Incorporated,R1-2405508,Discussion and Decision Document
ZTE Corporation,R2-2401741,LS Proposal
CATT,R1-2409102,Moderator Summary
TCL,R1-2408243,Contribution
Tejas Networks,R1-2405963,Source
vivo,R1-2410653,Moderator
Ericsson,R1-2407523,Co-author
Mavenir,R1-2410564,Technical Contribution
ETRI,R1-2406728,Technical Proposal
RAN1 Editors,RAN1_Meeting_Notes,Meeting Minutes
Lenovo,R1-2408322,Technical Proposal
OPPO,R1-2404883,Discussion and Proposals
CMCC,R1-2407902,Technical Proposal
Huawei,R1-2405525,Moderator
RUijie networks,R1-2408381,Technical Proposal
ZTE Corporation,R1-240XXXX,CR Proposal
CEWiT,R1-2410582,Discussion document
CATT,R1-2404363,CR Proposal
OPPO,R1-2401615,Draft CRs on CG-PUSCH validation
NEC,R1-2404669,Discussion and Decision
Ericsson,R1-2401838,CR Co-proposer
Huawei,R1-2400140,Discussion and decision
HiSilicon,R1-2402035,Technical Analysis & Proposals
vivo,R1-2401864,Moderator
"NTT DOCOMO, INC.",R1-2406949,Discussion and Decision
CATT,R1-2405704,CR proposal
Qualcomm Incorporated,R1-2403190,Technical Contribution
LG Electronics,R1-2400913,Discussion and Decision
Google,R1-2403557,Contributor
Meta,R1-2401033,Source
Apple Inc.,R1-2407507,Moderator Summary
Sony,R1-2408402,Contribution Document
Huawei,R1-2401667,Moderator summary
China Mobile,R4-2416920,Response Document
Qualcomm,R1-2410740,Discussion input
Samsung,R1-2406631,CR Proposal
Tejas Networks Ltd.,R1-2409752,Discussion Document
Ericsson,R1-2405580,Co-author
Lenovo,R1-2409163,Moderator/Feature Lead
Moderator (Nokia),R1-2403581,Source
Honor,R1-2408233,Discussion and Decision
EURECOM,R1-2402539,Technical Contribution
ZTE,R1-2404248,Technical Contribution
Thales,R1-2403591,Moderator
Apple,R1-2401857,Moderator Summary
Qualcomm Incorporated,R1-2407045,Technical Contribution
MediaTek Inc.,R1-2401299,Technical Proposal
Apple,R1-2408488,Technical Proposal
CATT,R1-2407218,Moderator Summary
Ericsson,R1-2405287,Discussion document
Samsung,R1-2405760,Change Request
ZTE Corporation,R1-2406036,Technical Analysis
NEC,R1-2408219,Discussion and Decision
HONOR,R1-2408238,Discussion and Decision
Ericsson,R1-2408527,Source
Antonino Orsino,R1-2407413,Contact Person
ZTE,R1-2401771,Contributor
HiSilicon,R1-2403937,Source
CEWiT,R1-2401273,Technical Contribution
NTT DOCOMO,R1-2410867,Supporting Comment
Huawei,R1-2410848,Ad-Hoc Chair
vivo,R1-2402216,Source
Tejas Networks,R1-2409763,Source
Intel Corporation,R1-2405509,Contribution opposing standalone reporting
"NTT DOCOMO, INC.",R1-2401108,Discussion/Decision
Apple,R1-2404285,Source
MediaTek,R1-2409019,Moderator/Feature Lead
OPPO,R1-2406218,Contribution
Indian Institute of Technology Kanpur,R1-2403380,Technical Analysis
HiSilicon,R1-2405835,Discussion Input
vivo,R1-2403667,Contributor
"Huawei, HiSilicon",R1-2401377,Discussion and Decision
Ericsson,R1-2407236,Moderator
CMCC,R1-2406002,Discussion
Apple,R1-2407496,Moderator
CEWiT,R1-2408924,Discussion Document
Ericsson,R1-2405118,Technical Contribution
LG Electronics,R1-2402633,Technical Proposal
Lenovo,R1-2407226,Moderator/Feature Lead
AT&T,R1-2403049,Moderator Summary
Nokia Shanghai Bell,R1-2400083,Technical Proposal
3GPP RAN WG2,R2-2409242,Source Working Group
Panasonic,R1-2404759,Discussion/Decision
Nokia,R1-2410920,Contributor
OPPO,R1-2400602,Discussion and Decision
Huawei,R1-2401759,Ad-Hoc Chair
ETRI,R1-2410256,Change Request Proposal
Xiaomi,R1-2406272,Discussion and Decision
SA5,R1-2400035,Liaison Source
Huawei,R1-2405544,Contributor
CATT,R1-2405422,Moderator Summary
OPPO,R1-2402325,Discussion
Google,R1-2407111,Discussion
LG Electronics,R1-2400789,Discussion and Decision
"InterDigital, Inc.",R1-2406499,Discussion Proposal
LG Electronics,R1-2406063,Discussion and decision
Intel Corporation,R1-2406016,Technical Contribution
Qualcomm,R1-2407376,Technical Proposal
ETRI,R1-2408563,Discussion/Decision
vivo,R1-2400233,Technical Contribution
Samsung,R1-2409194,Source
Ericsson,R1-2403321,Discussion Document
CAICT,R1-2404723,Discussion and decision
Ericsson,R1-2406907,Source
Samsung,R1-2405483,Contributor
LG Electronics,R1-2402417,Technical Contribution
OPPO,R1-2409621,Feature Lead
Qualcomm Incorporated,R1-2408872,Discussion and Decision
Google,R1-2408587,Contribution
CEWiT,R1-2403060,Source Organization
LG Electronics,R1-2401726,Author
ETRI,R1-2410275,Discussion
ZTE Corporation,R1-2406414,Technical Contribution
Ericsson,R1-2407206,Contributor
MediaTek Inc.,R1-2401317,Technical Contribution
Huawei,R1-2402001,Source
Sony,R1-2410234,Source/Author
NVIDIA,R1-2400696,Discussion Document
CATT,R1-2400430,Contribution
Lenovo,R1-2407820,Discussion
CATT,R1-2410692,Moderator Summary
HiSilicon,R1-2402034,Source
LG Electronics,R1-2401329,Discussion and decision
Lenovo,R1-2400201,Technical Proposal
"InterDigital, Inc.",R1-2410311,Discussion and Decision
Ericsson,R1-2405749,Correction Proposal
Nokia,R1-2405636,Technical Proposal
vivo,R1-2403548,Source/Moderator
Google,R1-2404686,Technical Contribution
Interdigital,R1-2408641,Source
Transsion Holdings,R1-2402692,Discussion & Decision
Transsion Holdings,R1-2400211,Discussion & Decision
NEC,R1-2402767,Technical Proposal
Qualcomm Incorporated,R1-2405228,Source
Lenovo,R1-2401557,Contributor
Fraunhofer HHI,R1-2409536,Discussion
Fujitsu,R1-2401210,Discussion
Sony,R1-2404514,Discussion and Decision
Huawei,R1-2409410,Technical Contribution
ZTE Corporation,R1-2408516,CR Submission
Ericsson,R1-2402417,Technical Contribution
CMCC,R1-2409122,Moderator
Apple Inc.,R1-2409239,Moderator Summary
NEC,R1-2408228,Discussion Document
Ericsson,R1-2410670,Moderator
CATT,R1-2406375,Technical Analysis
LG Electronics,R1-2406417,Discussion and Decision
Nokia,R1-2407645,Source
Nokia,R1-2400085,Contribution
Indian Institute of Technology Kanpur,R1-2401153,Discussion
CATT,R1-2409933,Discussion and Decision
Thales,R1-2405397,Moderator Summary
AT&T (Moderator),R1-2408760,Moderator Summary
China Telecom,R1-2400666,Discussion
Sony,R1-2400858,Source
IIT Madras,R1-2407128,Source
ZTE,R1-2404812,Source
ASUSTeK,R1-2401191,Discussion and Decision
NTT DOCOMO,R1-2409010,Moderator
Futurewei,R1-2410035,Discussion and decision
Ericsson,R1-2403442,Proposal on Model Update Criteria
Lenovo,R1-2400192,Discussion
CATT,R1-2408034,Discussion Document
CATT,R1-2400435,Source
CEWiT,R1-24XXX,Discussion Document
Google,R1-2407994,Discussion/Decision
Fujitsu,R1-2403711,Moderator
ZTE,R1-2405649,Technical Contribution
CATT,R1-2402394,Technical Contribution
Huawei,R1-24XXXXX,Technical Proposal
ZTE,R1-2408177,Contributor
Sony,R1-2406486,Discussion Document
Lenovo,R1-2401560,Contributor
Samsung,R1-2408191,Proposal Feedback
OPPO,R1-2404840,Change Request
Qualcomm Incorporated,R1-2403180,Discussion/Decision
ASUSTeK,R1-2405201,Technical Proposal
Moderator (Fujitsu),R1-2401783,Feature Lead Summary
Inmarsat,R1-2410619,Source
Huawei,R1-2405843,Technical Analysis
vivo,R1-240xxxx,Proposal
China Unicom,R1-2405184,Contribution
CMCC,R1-2404452,Discussion and Decision
CATT,R1-2407430,Moderator
Sharp,R1-2408328,Technical Proposal
ETRI,R1-2408565,Discussion
OPPO,R1-2410651,Moderator Summary
Huawei,R1-2401374,Source
Fujitsu,R1-2410135,Discussion
HONOR,R1-2410182,Discussion and Decision
Qualcomm Incorporated,R1-2405131,Source
"NTT DOCOMO, INC.",R1-2401516,Moderator
ZTE Corporation,R1-2409542,Technical Proposal
Samsung,R1-2403806,CR Proposal
RUijie networks,R1-2409841,Discussion and decision
Nokia,R1-2404479,Contribution
Intel Corporation,R1-2403153,Reply LS
LG Electronics,R1-2407331,Moderator Summary
Qualcomm Incorporated,R1-2401458,Contribution
Xiaomi,R1-2404614,Technical Contribution
Ericsson,R1-2403791,Technical Contributor
OPPO,R1-2408132,Discussion and Decision
Google,R1-2402278,Discussion/Decision
Panasonic,R1-2404974,Source
III,R1-2408582,Discussion
Fujitsu,R1-2402798,Contribution
MediaTek,R1-2405559,Technical Contribution
LG Electronics,R1-2403573,Contact/Reply Author
vivo,R1-2407869,Discussion and Decision
Samsung,R1-2409138,CR Proposal
Nokia,R1-2405665,Moderator Summary
Spreadtrum Communications,R1-2404020,Discussion Document
"NTT DOCOMO, INC.",R1-2408769,Technical Proposal
Huawei,R1-240xxxx,Contributor
AT&T,R1-2406873,Moderator Summary
Google,R1-2408370,Discussion Document
Apple Inc.,R1-2408477,Technical Proposal
CATT,R1-2408013,Clarification proposal
Rohde & Schwarz,CR 0497 rev 1,Technical Proposal
Sony,R1-2402979,Discussion
Fraunhofer HHI,R1-2402039,Technical Analysis
WILUS Inc.,R1-2405281,Contribution
Qualcomm Incorporated,R1-2401428,Discussion/Decision Proposal
Transsion Holdings,R1-2400209,Discussion & Decision
Apple,R1-2401012,Contribution
Intel Corporation,R1-2410832,Discussion Document
LG Electronics,R1-2405369,Moderator Summary
Sony,R1-2402974,Discussion
Mavenir,R1-2406904,"Discussion, Decision"
Indian Institute of Technology Madras (IITM),R1-2408922,Author
NVIDIA,R1-2409780,Technical Contribution
CMCC,R1-24xxxxx,Session Notes Source
Qualcomm Incorporated,R1-2408863,Technical Contribution
Google,R1-2402271,Discussion/Decision
Intel Corporation,R1-2403962,Discussion Document
OPPO,R1-2400583,Author
Qualcomm Incorporated,R1-2408851,Discussion and Decision
FUTUREWEI,R1-2409219,CR Alignment
Spreadtrum Communications,R1-2400055,Technical Contribution
Qualcomm Incorporated,R1-2408847,Technical Contribution
CMCC,R1-2407905,Discussion & Decision
Qualcomm Incorporated,R1-2405145,Discussion and Decision
NEC,R1-2404658,Technical Contribution
Huawei,R1-2409172,Contribution
Xiaomi,R1-2409895,Technical Analysis
RAN1,R1-2410889,Liaison Statement
Apple Inc.,R1-2409786,Discussion Paper
Lenovo,R1-2409164,Moderator Summary
ETRI,R1-2410272,Discussion/Decision
Huawei,R1-2403419,Technical Proposal
Huawei,R1-2409398,Discussion/Decision
LG Electronics,R1-2405492,Moderator
Huawei,38.213 CR 0644,Contributor
Intel Corporation,R1-2406026,Source
HiSilicon,R1-2403940,Simulation Evaluation
Huawei,R1-2401508,Technical Proposal
ZTE Corporation,R1-2407798,Discussion/Decision
OPPO,R1-2404861,Discussion and Decision
Nokia,R1-2409988,Discussion and Decision
FGI,R1-2401054,Technical Contribution
HiSilicon,R1-2405544,Contributor
Ericsson,R4-2321545,Response Document
HiSilicon,R1-2405321,CR Proposal
Qualcomm Incorporated,R1-2401444,Technical Contribution
3GPP Organizational Partners,3GPP TR 38.769 V0.0.1 (2024-02),Technical Report
ZTE,R1-2409189,Moderator
Lenovo,R1-2406442,Technical Contribution
Samsung,R1-2400782,Moderator
Huawei,R1-2400129,Discussion and Decision
Nokia,R1-2408539,Discussion and Decision
Ericsson,R1-2407154,Technical CR proposal
Samsung,R1-2402434,Technical Contribution
CATT,R1-2400452,Technical Proposal
ITL,R1-2407119,Submission
Nokia,R1-2405822,Technical Proposal
Ericsson,R1-2406142,Technical Analysis
CICTCI,R1-2408058,Technical Contribution
Nokia Shanghai Bell,R1-2400972,Discussion and Decision
NEC,R1-2402753,CR Proposal
Lenovo,R1-2404940,Discussion
vivo,R1-2406161,Author
OPPO,R1-2402744,Reply LS Author
Samsung,R1-2404067,Discussion proposal
Huawei,R1-2402419,Source
Ericsson,10565,CR Proposal
Fujitsu,R1-2407295,Text Proposal
OPPO,R1-2406225,Technical analysis
Fraunhofer Institute for Integrated Circuits,R1-2400907,Technical Analysis
ZTE,R1-2400351,Technical Analysis
vivo,R1-2403624,Moderator
Samsung,R1-2405382,Technical Proposal
Nokia,R1-2403791,Moderator
Qualcomm Incorporated,R1-2403182,Discussion Document
Tejas Networks Ltd,R1-2405936,Company Contribution
CATT,R1-2406327,Discussion/Proposal
Qualcomm Incorporated,R1-2401426,Technical Proposal
Samsung,R1-2408639,Technical Proposal
Apple,R1-2408485,Contribution
OPPO,R1-2400595,Change Request Proposal
Huawei,R1-2403934,Technical Proposal
Sony,R1-2404493,Discussion and decision
HiSilicon,R1-2409410,Technical Contribution
TCL,R1-2407630,Contribution
Panasonic,R1-2401062,"Discussion, Decision"
vivo,R1-2409678,Contribution
TCL,R1-2408257,Discussion and Proposals
CATT,R1-2400423,Discussion and Decision
LG Electronics,R1-2401248,Discussion and Decision
Honor,R1-2408234,Discussion and Decision
"Huawei, HiSilicon",R1-2409399,Discussion and Proposal
Ericsson,R1-2407357,Moderator
HiSilicon,R1-2400147,Contribution
MediaTek Inc.,R1-2405889,Discussion
Xiaomi,R1-2406710,Discussion
Fujitsu,R1-2408114,Technical Analysis
ZTE,R1-2404712,Moderator
CEWiT,R1-2408934,Discussion Proposal
HiSilicon,R1-2408976,Technical Contribution
"NTT DOCOMO, INC.",R1-2410394,Technical Proposal
ZTE,R1-2404978,Reply LS
Honor,R1-2402727,Discussion and Decision
Tongji University,R1-2402009,Source
Huawei,R1-2401767,Ad-Hoc Chair
WILUS Inc.,R1-2401216,Contribution
ZTE,R1-2402062,Change Proposal
InterDigital,R1-2405624,Moderator
CMCC,R1-2407921,Source
Huawei,R1-2403049,Scenario Parameter Proposal
Huawei,R1-2407678,Technical Contribution
Samsung,R1-2401901,CR Author
ZTE,R1-2409200,Commenter
CAICT,R1-2410369,Technical Contribution
Tejas Networks,R1-2400177,Discussion and Decision
LG Electronics,R1-2404891,Discussion and decision
Spreadtrum Communications,R1-2400058,Discussion
Apple Inc.,R1-2402897,Discussion/Decision
Spreadtrum Communications,R1-2405911,Source
Tiami Networks,R1-2410626,Source
Qualcomm,R1-2401406,Reply Liaison Statement
Ericsson,R2-2409267,Reply LS
Intel Corporation,R1-2402129,Discussion Document
Spreadtrum Communications,R1-2407708,Technical Proposal
"Huawei, HiSilicon",R1-2403944,Technical Proposal
CMCC,R1-2401735,Moderator
Xiaomi,R1-2406303,Discussion and Decision
Tejas Networks Ltd.,R1-2405967,Contribution
CATT,R1-2400455,Reply LS
HiSilicon,R1-2401374,Source
Lenovo,R1-2409164,Moderator
ZTE,R1-2403634,Moderator
Xiaomi,R1-2406279,Discussion and Decision
ZTE Corporation,R1-2410448,Technical analysis and proposals
vivo,R1-2400230,Discussion and Decision
Tejas Networks Ltd,R1-2407759,Source
"Huawei, HiSilicon",R1-2401400,Change Proposal
Vodafone,R1-2401253,Discussion
Huawei,R1-2407524,Contributor
Huawei,R1-2405309,CR Proposal
Huawei,R1-2401773,Moderator
vivo,R1-2406181,Technical Proposal
ZTE,R1-2404988,Change Proposal
Spreadtrum Communications,R1-2400074,Discussion and decision
Ericsson,R1-2403910,"Discussion, Decision"
Sanechips,R1-2404559,Discussion
Xiaomi,R1-2404619,Discussion and Decision
HiSilicon,R1-2407663,Simulation Results
Samsung,R1-2406656,Contribution
Indian Institute of Technology Madras,R1-2410425,Technical Contribution
"InterDigital, Inc.",R1-2402611,Discussion
MediaTek Inc.,R1-2408702,Technical Proposal
Huawei,R1-2405758,Change Proposal
CEWiT,R1-2410628,Technical Proposal
Spreadtrum,R1-2409652,Technical Analysis
ZTE,R1-2401848,Technical Proposal
Qualcomm Incorporated,R1-2408856,Discussion/Decision
CMCC,R1-2401621,Comment/Support
KDDI,R1-2408823,Contribution
Sony,R1-2403560,Moderator Summary
Xiaomi,R1-2400559,Discussion document
Indian Institute of Technology Madras (IITM),R1-2401156,Technical Analysis
LG Electronics,R1-2407340,Moderator Summary
Huawei,R1-2409049,Moderator
vivo,R1-2407858,Contribution
Ericsson,R1-2404521,Contribution
Ericsson,R1-2405230,Change Proposal
NVIDIA,R1-2402854,Source
Huawei,R1-2405318,Source
Ericsson,R1-2403844,Technical Proposal
CMCC,R1-24xxxxx,Chair Summary
MediaTek Inc.,R1-2404764,Discussion
MediaTek Inc,R1-2409369,Proposed change
Qualcomm Incorporated,R1-2401450,Technical Proposal
Huawei,R1-2405534,Moderator
ETRI,R1-2403014,Discussion Input
TCL,R1-2404736,Discussion and Decision
Nokia,R1-2407093,Discussion and Decision
Tejas Networks,R1-2402404,Discussion and Proposals
MediaTek Inc.,R1-2409056,Moderator
"NTT DOCOMO, INC.",R1-2405040,Discussion and Decision
Huawei,R1-2400107,Technical Contribution
AT&T,R1-2400574,Proposal
Sony,R1-2408988,Source
Huawei,R3-247923,Liaison Statement
OPPO,R1-2410775,Moderator Summary
CATT,R1-2407556,Source
OPPO,R1-2402311,Discussion
ZTE Corporation,R1-2407529,Contributor
ITRI,R1-2407068,Discussion and Decision
Panasonic,R1-2410352,Source
InterDigital Inc.,R1-2406508,Technical Analysis
Sanechips,R1-2409538,Co-author
TCL,R1-2402288,Contribution
Huawei,R1-2403339,Proposal
CATT,R1-2403045,Maintenance Proposal
CATT,R1-2406345,Source
Ziqi Cui,R1-2400385,Author
China Telecom,R1-2404423,Discussion
vivo,R1-2404141,Source
"NTT DOCOMO, INC.",R1-2403229,Discussion and Decision
3GPP Organizational Partners,3GPP TR 38.769,Technical Report Development
LG Electronics,R1-2403905,Discussion contribution
CICTCI,R1-2402395,Scenario Proposals
"InterDigital, Inc.",R1-2401578,Moderator
ZTE Corporation,R1-2407809,Technical Proposal
Spreadtrum Communications,R1-2407724,Discussion and decision
Nokia,R1-2409444,Technical Proposal
Samsung,R1-2400747,Discussion Document
National Institute of Standards and Technology (NIST),R1-2400174,Measurement Data Contribution
